a_p,a_q,alpha,r,p_mass,q_mass,local_mass_ratio,local_rekl_q_p,local_rekl_p_q,normalised_local_rekl_q_p,normalised_local_rekl_p_q,estimated_MI_p,estimated_MI_q,theoretical_MI_p,theoretical_MI_q,estimated_slope_p,estimated_slope_q,slope_points_p,slope_points_q,mi_preserved_theoretical,mi_preserved_estimated,metrics_match_theoretical_classification,integration_status,integration_message,integration_error_q_p,integration_error_p_q
0.5,0.25,0.3,0.0022189823414589718,0.043701679392744434,0.21133787239597493,4.835921075176398,0.03855213696947344,0.051869841229341344,0.8821660289758579,0.2454356175790158,2.001873410486283,4.00415941399671,2.0,4.0,0.49953208567622964,0.24974030666822536,40,40,True,True,True,ok,,4.2202352723563763e-13,3.945746507305614e-12
0.5,0.25,0.3,0.0027283333764867696,0.048458482740696786,0.2225426050711014,4.5924385677103325,0.03932412473415933,0.052734720754681975,0.8115013617860106,0.2369646061159096,2.001873410486283,4.00415941399671,2.0,4.0,0.49953208567622964,0.24974030666822536,40,40,True,True,True,ok,,1.938185723027175e-12,3.780656343543853e-12
0.5,0.25,0.3,0.0033546021859540433,0.05373304365704697,0.2343413746058495,4.361215346399164,0.0400618856387315,0.05355567984851446,0.7455726106718965,0.22853702184939576,2.001873410486283,4.00415941399671,2.0,4.0,0.49953208567622964,0.24974030666822536,40,40,True,True,True,ok,,1.110493641487409e-12,7.402974067094448e-12
0.5,0.25,0.3,0.004124626382901352,0.05958171313774067,0.2467656648781435,4.141634268012268,0.04076123444431447,0.054328635683822415,0.6841232367737208,0.2201628646783202,2.001873410486283,4.00415941399671,2.0,4.0,0.49953208567622964,0.24974030666822536,40,40,True,True,True,ok,,3.301477147221732e-12,2.9082986019446366e-12
0.5,0.25,0.3,0.005071403956558132,0.06606697206226449,0.25984862252463903,3.9331093042942245,0.0414180392527364,0.0550496548837729,0.6269099061131812,0.21185278701468988,2.001873410486283,4.00415941399671,2.0,4.0,0.49953208567622964,0.24974030666822536,40,40,True,True,True,ok,,1.3012542432466745e-11,4.055478175502003e-12
0.5,0.25,0.3,0.006235507341273912,0.0732580958608696,0.27362514127276016,3.735083993889548,0.04202830323833452,0.05571503997740723,0.573701824275557,0.20361813142699603,2.001873410486283,4.00415941399671,2.0,4.0,0.49953208567622964,0.24974030666822536,40,40,True,True,True,ok,,3.620187483122095e-12,4.704438227864927e-12
0.5,0.25,0.3,0.007666822074546214,0.08123188980129477,0.2881319484802,3.54702998028254,0.04258826381015411,0.05632143164836453,0.5242801061791288,0.19547097066271651,2.001873410486283,4.00415941399671,2.0,4.0,0.49953208567622964,0.24974030666822536,40,40,True,True,True,ok,,1.7528964391111401e-12,2.034136747930404e-12
0.5,0.25,0.3,0.009426684551178854,0.09007350141331981,0.30340769265922324,3.368445634937382,0.04309451197115384,0.056865929090590704,0.47843717958077675,0.18742415062778417,2.001873410486283,4.00415941399671,2.0,4.0,0.49953208567622964,0.24974030666822536,40,40,True,True,True,ok,,1.4119747038243702e-12,4.533803887873944e-13
0.5,0.25,0.3,0.011590510483144828,0.09987731648898225,0.3194930299055995,3.198854766395768,0.043544135040797904,0.057346231000625886,0.4359762213435258,0.17949133668916017,2.001873410486283,4.00415941399671,2.0,4.0,0.49953208567622964,0.24974030666822536,40,40,True,True,True,ok,,3.294732542347134e-12,1.1691640711131157e-11
0.5,0.25,0.3,0.014251026703029978,0.1107479444730941,0.3364307057802745,3.0378054182487277,0.04393488637220881,0.05776080011652758,0.39671062592843576,0.1716870640049473,2.001873410486283,4.00415941399671,2.0,4.0,0.49953208567622964,0.24974030666822536,40,40,True,True,True,ok,,6.8248948159599365e-12,1.775238983592331e-11
